1
1000
1180.000000,221900.000000
2570.000000,538000.000000
770.000000,180000.000000
1960.000000,604000.000000
1680.000000,510000.000000
5420.000000,1230000.000000
1715.000000,257500.000000
1060.000000,291850.000000
1780.000000,229500.000000
1890.000000,323000.000000
3560.000000,662500.000000
1160.000000,468000.000000
1430.000000,310000.000000
1370.000000,400000.000000
1810.000000,530000.000000
2950.000000,650000.000000
1890.000000,395000.000000
1600.000000,485000.000000
1200.000000,189000.000000
1250.000000,230000.000000
1620.000000,385000.000000
3050.000000,2000000.000000
2270.000000,285000.000000
1070.000000,252700.000000
2450.000000,329000.000000
1710.000000,233000.000000
2450.000000,937000.000000
1400.000000,667000.000000
1520.000000,438000.000000
2570.000000,719000.000000
2320.000000,580500.000000
1190.000000,280000.000000
2330.000000,687500.000000
1090.000000,535000.000000
2060.000000,322500.000000
2300.000000,696000.000000
1660.000000,550000.000000
2360.000000,640000.000000
1220.000000,240000.000000
2620.000000,605000.000000
2570.000000,625000.000000
4220.000000,775000.000000
3595.000000,861990.000000
1570.000000,685000.000000
1280.000000,309000.000000
3160.000000,488000.000000
990.000000,210490.000000
2290.000000,785000.000000
1250.000000,450000.000000
2753.000000,1350000.000000
1190.000000,228000.000000
3150.000000,345000.000000
1410.000000,600000.000000
1980.000000,585000.000000
2730.000000,920000.000000
2830.000000,885000.000000
2250.000000,292500.000000
2420.000000,301000.000000
3250.000000,951000.000000
1850.000000,430000.000000
2150.000000,650000.000000
1260.000000,289000.000000
2519.000000,505000.000000
1540.000000,549000.000000
1660.000000,425000.000000
2770.000000,317625.000000
2720.000000,975000.000000
2240.000000,287000.000000
1000.000000,204000.000000
3200.000000,1330000.000000
4770.000000,1040000.000000
1260.000000,325000.000000
2750.000000,571000.000000
2380.000000,360000.000000
1790.000000,349000.000000
3430.000000,832500.000000
1760.000000,380000.000000
1040.000000,480000.000000
1410.000000,410000.000000
3450.000000,720000.000000
2350.000000,390000.000000
1900.000000,360000.000000
2020.000000,355000.000000
1680.000000,356000.000000
960.000000,315000.000000
2140.000000,940000.000000
2660.000000,305000.000000
2770.000000,461000.000000
1610.000000,215000.000000
1030.000000,335000.000000
