4
500
3.000000,1.000000,1180.000000,1955.000000,221900.000000
3.000000,2.250000,2570.000000,1951.000000,538000.000000
2.000000,1.000000,770.000000,1933.000000,180000.000000
4.000000,3.000000,1960.000000,1965.000000,604000.000000
3.000000,2.000000,1680.000000,1987.000000,510000.000000
4.000000,4.500000,5420.000000,2001.000000,1230000.000000
3.000000,2.250000,1715.000000,1995.000000,257500.000000
3.000000,1.500000,1060.000000,1963.000000,291850.000000
3.000000,1.000000,1780.000000,1960.000000,229500.000000
3.000000,2.500000,1890.000000,2003.000000,323000.000000
3.000000,2.500000,3560.000000,1965.000000,662500.000000
2.000000,1.000000,1160.000000,1942.000000,468000.000000
3.000000,1.000000,1430.000000,1927.000000,310000.000000
3.000000,1.750000,1370.000000,1977.000000,400000.000000
5.000000,2.000000,1810.000000,1900.000000,530000.000000
4.000000,3.000000,2950.000000,1979.000000,650000.000000
3.000000,2.000000,1890.000000,1994.000000,395000.000000
4.000000,1.000000,1600.000000,1916.000000,485000.000000
2.000000,1.000000,1200.000000,1921.000000,189000.000000
3.000000,1.000000,1250.000000,1969.000000,230000.000000
4.000000,1.750000,1620.000000,1947.000000,385000.000000
3.000000,2.750000,3050.000000,1968.000000,2000000.000000
5.000000,2.500000,2270.000000,1995.000000,285000.000000
2.000000,1.500000,1070.000000,1985.000000,252700.000000
3.000000,2.250000,2450.000000,1985.000000,329000.000000
3.000000,2.000000,1710.000000,1941.000000,233000.000000
3.000000,1.750000,2450.000000,1915.000000,937000.000000
3.000000,1.000000,1400.000000,1909.000000,667000.000000
3.000000,1.750000,1520.000000,1948.000000,438000.000000
4.000000,2.500000,2570.000000,2005.000000,719000.000000
3.000000,2.500000,2320.000000,2003.000000,580500.000000
2.000000,1.500000,1190.000000,2005.000000,280000.000000
4.000000,1.750000,2330.000000,1929.000000,687500.000000
3.000000,1.000000,1090.000000,1929.000000,535000.000000
4.000000,2.750000,2060.000000,1981.000000,322500.000000
3.000000,2.500000,2300.000000,1930.000000,696000.000000
4.000000,1.000000,1660.000000,1933.000000,550000.000000
4.000000,2.000000,2360.000000,1904.000000,640000.000000
4.000000,1.000000,1220.000000,1969.000000,240000.000000
4.000000,2.500000,2620.000000,1996.000000,605000.000000
4.000000,2.500000,2570.000000,2000.000000,625000.000000
4.000000,2.250000,4220.000000,1984.000000,775000.000000
5.000000,2.750000,3595.000000,2014.000000,861990.000000
3.000000,1.000000,1570.000000,1922.000000,685000.000000
3.000000,1.000000,1280.000000,1959.000000,309000.000000
3.000000,2.500000,3160.000000,2003.000000,488000.000000
3.000000,1.000000,990.000000,1966.000000,210490.000000
4.000000,2.500000,2290.000000,1981.000000,785000.000000
3.000000,1.750000,1250.000000,1953.000000,450000.000000
3.000000,2.500000,2753.000000,1953.000000,1350000.000000
3.000000,1.000000,1190.000000,1955.000000,228000.000000
5.000000,2.500000,3150.000000,1966.000000,345000.000000
3.000000,1.750000,1410.000000,1950.000000,600000.000000
2.000000,1.750000,1980.000000,1981.000000,585000.000000
5.000000,2.250000,2730.000000,1927.000000,920000.000000
4.000000,2.500000,2830.000000,1995.000000,885000.000000
4.000000,2.500000,2250.000000,2008.000000,292500.000000
3.000000,2.500000,2420.000000,2003.000000,301000.000000
5.000000,3.250000,3250.000000,1968.000000,951000.000000
4.000000,3.000000,1850.000000,1991.000000,430000.000000
3.000000,2.250000,2150.000000,1959.000000,650000.000000
3.000000,1.750000,1260.000000,1954.000000,289000.000000
3.000000,1.750000,2519.000000,1973.000000,505000.000000
3.000000,1.750000,1540.000000,2014.000000,549000.000000
3.000000,2.250000,1660.000000,1979.000000,425000.000000
3.000000,2.750000,2770.000000,1925.000000,317625.000000
4.000000,2.500000,2720.000000,1989.000000,975000.000000
4.000000,2.500000,2240.000000,2005.000000,287000.000000
3.000000,1.000000,1000.000000,1968.000000,204000.000000
5.000000,2.250000,3200.000000,1965.000000,1330000.000000
5.000000,3.250000,4770.000000,1973.000000,1040000.000000
3.000000,2.000000,1260.000000,1972.000000,325000.000000
4.000000,2.000000,2750.000000,1916.000000,571000.000000
4.000000,2.500000,2380.000000,2005.000000,360000.000000
3.000000,1.750000,1790.000000,1965.000000,349000.000000
4.000000,4.000000,3430.000000,1986.000000,832500.000000
4.000000,1.750000,1760.000000,1956.000000,380000.000000
3.000000,1.000000,1040.000000,1941.000000,480000.000000
3.000000,1.000000,1410.000000,1956.000000,410000.000000
4.000000,2.500000,3450.000000,2002.000000,720000.000000
3.000000,2.500000,2350.000000,2003.000000,390000.000000
4.000000,2.500000,1900.000000,1992.000000,360000.000000
2.000000,1.000000,2020.000000,1948.000000,355000.000000
3.000000,1.500000,1680.000000,1964.000000,356000.000000
3.000000,1.000000,960.000000,1952.000000,315000.000000
3.000000,1.500000,2140.000000,1925.000000,940000.000000
5.000000,2.250000,2660.000000,1961.000000,305000.000000
3.000000,3.250000,2770.000000,2006.000000,461000.000000
2.000000,2.250000,1610.000000,1979.000000,215000.000000
2.000000,1.750000,1030.000000,2006.000000,335000.000000
4.000000,2.500000,1980.000000,1988.000000,243500.000000
5.000000,2.750000,3520.000000,2001.000000,1100000.000000
3.000000,1.000000,1200.000000,1962.000000,153000.000000
3.000000,1.500000,1580.000000,1939.000000,430000.000000
3.000000,1.500000,1580.000000,1939.000000,700000.000000
4.000000,2.500000,3300.000000,1946.000000,905000.000000
3.000000,1.750000,1960.000000,1967.000000,247500.000000
4.000000,1.500000,1160.000000,1975.000000,199000.000000
3.000000,1.750000,1810.000000,1980.000000,314000.000000
3.000000,2.500000,2320.000000,1992.000000,437500.000000
3.000000,2.500000,2070.000000,1910.000000,850830.000000
3.000000,2.000000,1980.000000,1929.000000,555000.000000
3.000000,2.250000,2190.000000,1983.000000,699950.000000
3.000000,2.500000,2920.000000,1950.000000,1090000.000000
3.000000,1.000000,1210.000000,1954.000000,290000.000000
3.000000,2.500000,2340.000000,1978.000000,375000.000000
3.000000,1.000000,1670.000000,1939.000000,460000.000000
2.000000,1.750000,1240.000000,1985.000000,188500.000000
4.000000,2.500000,3140.000000,1991.000000,680000.000000
5.000000,1.750000,2030.000000,1942.000000,470000.000000
4.000000,2.500000,2310.000000,1984.000000,597750.000000
3.000000,1.750000,1260.000000,1905.000000,570000.000000
3.000000,1.750000,1540.000000,1980.000000,272500.000000
3.000000,1.750000,2080.000000,1971.000000,329950.000000
4.000000,2.500000,3230.000000,2001.000000,480000.000000
3.000000,3.500000,4380.000000,1900.000000,740500.000000
3.000000,3.500000,1590.000000,2010.000000,518500.000000
2.000000,1.000000,880.000000,1945.000000,205425.000000
4.000000,2.000000,1570.000000,1950.000000,171800.000000
4.000000,1.000000,1610.000000,1925.000000,535000.000000
3.000000,2.500000,2400.000000,1964.000000,660000.000000
3.000000,2.000000,1450.000000,1987.000000,391500.000000
2.000000,1.000000,770.000000,1953.000000,395000.000000
4.000000,1.750000,2100.000000,1924.000000,445000.000000
3.000000,2.250000,2910.000000,1990.000000,770000.000000
4.000000,2.750000,2750.000000,1914.000000,1450000.000000
3.000000,2.250000,2100.000000,1967.000000,445000.000000
4.000000,2.250000,2160.000000,1978.000000,260000.000000
5.000000,3.500000,2320.000000,1926.000000,822500.000000
4.000000,2.500000,2070.000000,2004.000000,430000.000000
3.000000,1.750000,1060.000000,1986.000000,212000.000000
4.000000,2.250000,2010.000000,1986.000000,660500.000000
3.000000,3.500000,3950.000000,1989.000000,784000.000000
3.000000,2.500000,2010.000000,2014.000000,453246.000000
4.000000,3.500000,2140.000000,2005.000000,675000.000000
3.000000,1.750000,1320.000000,1956.000000,199000.000000
4.000000,1.750000,2020.000000,1968.000000,220000.000000
4.000000,2.250000,2590.000000,1968.000000,452000.000000
2.000000,1.000000,1190.000000,1981.000000,382500.000000
3.000000,2.250000,1170.000000,2014.000000,519950.000000
